param DistanciaOrigenAcopio :																																							
	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	=
241	0.01	86.17	150.71	51.51	70.73	227.48	153.34	124.37	120.41	188.13	102.21	23.38	210.74	139.79	186.94	22.31	187.35	219.84	55.69	154.84	151.69	97.26	28.03	51.21	165.84	37.80	52.06	115.65	167.16	91.32	30.33	43.14	142.14	57.45	38.05	135.93	179.95	297.93	
242	85.74	0.01	65.56	34.58	72.43	142.33	99.15	70.18	66.21	102.98	48.02	93.29	125.59	54.63	101.78	74.06	102.19	134.68	125.59	69.69	66.53	43.07	118.72	90.81	80.68	128.49	71.76	30.50	82.00	182.01	56.37	133.83	56.99	66.91	123.20	50.77	94.80	383.08	
243	150.42	65.32	0.01	99.26	137.10	93.95	97.30	69.21	130.89	54.60	112.69	157.96	77.21	39.26	53.40	138.73	53.81	86.30	190.27	9.30	18.15	107.74	183.39	155.49	32.30	193.16	136.43	35.84	33.62	246.69	121.04	198.51	8.68	131.58	187.87	56.11	34.41	447.75	
244	51.12	34.66	99.20	0.01	56.54	175.97	101.83	72.86	68.89	136.62	50.70	58.66	159.23	88.27	135.42	39.43	135.83	168.32	90.97	103.33	100.17	45.75	84.10	57.02	114.33	93.86	37.88	64.14	115.65	147.39	21.74	99.21	90.63	32.28	88.58	84.41	128.44	348.45	
245	71.62	72.47	137.01	56.54	0.01	213.78	87.54	58.57	54.60	174.43	36.41	45.03	197.04	87.10	173.23	59.75	173.64	206.13	77.35	141.14	137.98	29.36	95.58	18.48	152.14	105.34	18.68	101.95	153.46	158.87	66.74	110.69	128.44	88.64	100.06	91.19	166.25	359.94	
246	227.15	142.05	93.91	175.99	213.84	0.01	97.23	140.13	165.23	53.60	189.43	234.69	51.22	110.19	41.18	215.46	52.81	20.57	267.00	98.05	89.08	184.48	260.13	232.22	61.83	269.90	213.16	112.58	72.87	323.42	197.78	275.24	85.78	208.31	264.61	132.84	71.03	524.49	
247	153.14	99.36	98.38	101.99	87.64	114.72	0.01	31.47	56.58	43.53	52.18	160.69	97.98	59.13	74.17	141.46	55.78	107.07	192.99	102.52	80.23	58.83	186.12	106.02	75.76	195.89	106.22	84.87	64.62	249.42	123.77	201.23	90.25	134.31	190.60	63.22	103.32	450.48	
248	123.76	69.97	69.88	72.60	58.25	140.84	31.06	0.01	27.19	74.48	22.79	131.30	124.10	30.62	100.29	112.07	100.70	133.19	163.61	74.01	51.73	29.44	156.74	76.64	79.20	166.51	76.84	56.37	80.52	220.03	94.39	171.85	61.75	104.92	161.22	34.72	99.12	421.10	
249	120.04	66.25	130.79	68.88	54.53	207.57	56.41	27.44	0.01	99.82	19.07	127.58	190.82	55.97	167.02	108.35	167.43	199.92	159.89	134.93	77.07	25.72	153.02	72.91	145.92	162.78	73.11	95.73	147.24	216.31	90.66	168.13	122.23	101.20	157.50	60.06	160.04	417.38	
250	187.83	102.73	54.59	136.67	174.51	71.19	43.53	74.72	99.82	0.01	95.42	195.37	54.44	70.87	30.64	176.14	12.24	63.54	227.68	58.72	49.75	145.15	220.80	192.90	32.23	230.57	173.84	73.25	21.09	284.10	158.45	235.92	46.46	168.99	225.28	93.52	59.79	485.16	
251	101.84	48.06	112.60	50.69	36.34	189.37	52.01	23.04	19.07	95.43	0.01	109.39	172.63	51.57	148.82	90.16	149.23	181.72	141.69	116.73	72.68	7.53	134.82	54.72	127.73	144.59	54.92	77.54	129.05	198.12	72.47	149.93	104.03	83.01	139.30	55.67	141.84	399.18	
252	24.31	92.87	157.41	58.20	45.04	234.18	160.04	131.07	127.10	194.83	108.91	0.01	217.44	146.48	193.63	30.03	194.04	226.53	33.03	161.54	158.38	103.96	48.27	27.88	172.53	58.03	51.29	122.35	173.85	111.56	37.02	63.38	148.84	64.15	52.75	142.62	186.65	312.63	
253	210.47	125.38	77.23	159.31	197.16	51.22	98.20	123.45	148.56	54.56	172.75	218.02	0.01	93.51	24.50	198.79	53.77	43.57	250.32	81.37	72.40	167.80	243.45	215.54	45.15	253.22	196.49	95.90	56.20	306.74	181.10	258.56	69.10	191.64	247.93	116.17	52.81	507.81	
254	139.38	54.28	39.31	88.22	87.27	110.28	59.20	31.11	56.21	70.93	51.81	146.92	93.54	0.01	69.73	127.69	70.14	102.63	179.23	43.45	21.16	58.46	172.36	105.65	48.63	182.12	125.39	25.80	49.95	235.65	110.00	187.47	31.18	120.54	176.84	4.15	68.56	436.71	
255	187.38	102.28	54.14	136.22	174.07	41.13	75.10	100.36	125.46	31.47	149.66	194.92	24.38	70.42	0.01	175.69	30.68	33.48	227.23	58.27	49.31	144.71	220.36	192.45	22.05	230.13	173.39	72.80	33.10	283.65	158.01	235.47	46.01	168.54	224.84	93.07	30.03	484.72	
256	21.75	73.93	138.47	39.26	60.07	215.24	141.10	112.13	108.16	175.89	89.97	30.33	198.50	127.54	174.69	0.01	175.10	207.59	62.63	142.60	139.44	85.02	50.77	58.16	153.59	60.54	41.41	103.41	154.91	114.07	18.08	65.89	129.90	45.21	60.24	123.68	167.71	320.12	
257	187.63	102.53	54.39	136.47	174.31	70.99	56.46	100.61	125.71	12.83	149.90	195.17	54.24	70.67	30.44	175.94	0.01	63.34	227.48	58.52	49.55	144.95	220.60	192.70	32.03	230.37	173.64	73.05	20.89	283.90	158.25	235.72	46.26	168.79	225.08	93.32	59.59	484.96	
258	219.16	134.07	85.92	168.01	205.85	20.23	106.89	132.15	157.25	63.25	181.44	226.71	43.24	102.20	33.19	207.48	62.47	0.01	259.01	90.06	81.09	176.49	252.14	224.23	53.84	261.91	205.18	104.59	64.89	315.44	189.79	267.25	77.79	200.33	256.62	124.86	63.04	516.50	
259	56.63	125.19	189.73	90.52	68.27	266.50	192.36	163.39	159.42	227.15	141.23	32.95	249.76	178.80	225.95	62.36	226.36	258.85	0.01	193.86	190.70	136.28	80.59	51.11	204.85	90.35	83.61	154.67	206.17	143.88	69.34	95.70	181.16	96.47	85.07	174.94	218.97	344.95	
260	154.55	69.45	9.30	103.39	141.24	98.08	101.44	73.34	135.02	58.73	116.83	162.09	81.34	43.40	57.54	142.86	57.95	90.44	194.40	0.01	22.29	111.88	187.53	159.62	36.44	197.30	140.56	39.97	37.76	250.82	125.18	202.64	12.81	135.71	192.01	60.24	25.75	451.89	
261	151.39	66.30	18.15	100.23	138.08	89.12	79.17	51.08	76.18	49.77	71.78	158.94	72.37	21.14	48.57	139.71	48.98	81.47	191.24	22.29	0.01	108.72	184.37	156.46	27.47	194.14	137.41	36.82	28.79	247.66	122.02	199.48	10.02	132.56	188.85	24.99	47.40	448.73	
262	96.89	43.11	107.65	45.74	29.36	184.42	58.57	29.60	25.64	145.07	7.44	104.44	167.68	58.13	143.87	85.21	144.28	176.77	136.75	111.78	108.63	0.01	129.87	47.74	122.78	139.64	47.94	72.59	124.10	193.17	67.52	144.99	99.08	78.06	134.35	62.23	136.89	394.23	
263	29.30	118.39	182.93	83.73	95.48	259.71	185.57	156.59	152.63	220.36	134.43	48.14	242.96	172.01	219.16	51.19	219.57	252.06	80.44	187.07	183.91	129.49	0.01	75.97	198.06	34.82	76.82	147.87	199.38	63.65	62.55	15.46	174.37	89.68	62.80	168.15	212.18	322.68	
264	52.14	90.85	155.39	57.03	18.49	232.17	105.92	76.95	72.98	192.82	54.79	27.88	215.42	105.48	191.62	57.86	192.03	224.52	60.20	159.53	156.37	47.74	76.10	0.01	170.52	85.86	19.17	120.33	171.84	139.39	64.85	91.21	146.83	91.98	80.58	109.58	184.64	340.46	
265	165.33	80.23	32.09	114.17	152.01	61.91	75.66	78.31	103.41	32.02	127.60	172.87	45.17	48.37	21.36	153.64	31.24	54.26	205.18	36.22	27.25	122.65	198.31	170.40	0.01	208.07	151.34	50.75	11.05	261.60	135.95	213.42	23.96	146.49	202.79	71.02	61.33	462.66	
266	39.05	128.14	192.68	93.48	105.23	269.46	195.32	166.34	162.38	230.11	144.18	57.89	252.71	181.76	228.91	60.94	229.32	261.81	90.19	196.82	193.66	139.24	34.80	85.72	207.81	0.01	86.57	157.62	209.13	98.09	72.30	49.91	184.12	99.43	72.55	177.90	221.93	264.81	
267	52.97	71.80	136.34	37.88	18.69	213.11	106.12	77.15	73.18	173.76	54.99	51.49	196.37	125.41	172.56	41.10	172.97	205.46	83.79	140.47	137.31	47.94	76.92	19.17	151.46	86.69	0.01	101.28	152.78	140.22	48.08	92.03	127.77	69.98	81.40	121.55	165.58	341.28	
268	115.48	30.38	35.93	64.32	102.16	112.70	84.91	56.82	95.95	73.35	77.75	123.02	95.96	26.07	72.15	103.79	72.56	105.05	155.33	40.06	36.90	72.81	148.46	120.55	51.06	158.22	101.49	0.01	52.38	211.75	86.10	163.57	27.36	96.64	152.94	22.22	65.17	412.82	
269	166.86	81.77	33.62	115.70	153.55	72.91	64.73	79.84	104.95	21.09	129.14	174.41	56.17	49.90	32.36	155.18	20.31	65.26	206.71	37.76	28.79	124.19	199.84	171.93	11.27	209.61	152.88	52.29	0.01	263.13	137.49	214.95	25.49	148.03	204.32	72.56	62.87	464.20	
270	92.59	181.68	246.22	147.02	158.78	323.00	248.86	219.89	215.92	283.65	197.73	111.43	306.25	235.30	282.45	114.48	282.86	315.35	143.73	250.36	247.20	192.78	63.64	139.26	261.35	98.11	140.11	211.16	262.67	0.01	125.84	48.25	237.66	152.97	126.09	231.44	275.47	306.85	
271	29.69	56.32	120.86	21.65	66.98	197.63	123.49	94.52	90.55	158.28	72.36	37.23	180.89	109.93	157.08	18.00	157.49	189.98	69.54	124.99	121.83	67.41	62.67	65.06	135.98	72.44	48.31	85.80	137.30	125.96	0.01	77.78	112.29	27.60	67.15	106.07	150.10	327.03	
272	44.41	133.50	198.04	98.84	110.60	274.82	200.68	171.71	167.74	235.47	149.55	63.25	258.07	187.12	234.27	66.30	234.68	267.17	95.55	202.18	199.02	144.60	15.46	91.08	213.17	49.93	91.93	162.98	214.49	48.26	77.66	0.01	189.48	104.79	77.91	183.26	227.29	337.79	
273	141.84	56.75	8.68	90.68	128.53	85.82	89.17	61.07	122.31	46.47	104.12	149.39	69.07	31.13	45.27	130.16	45.68	78.17	181.69	12.81	10.02	99.17	174.82	146.91	24.17	184.59	127.86	27.27	25.49	238.11	112.47	189.93	0.01	123.01	179.30	47.54	37.92	439.18	
274	57.19	67.07	131.61	32.40	88.77	208.38	134.24	105.27	101.30	169.03	83.11	64.73	191.64	120.68	167.83	45.50	168.24	200.73	97.04	135.74	132.58	78.16	90.17	92.56	146.74	99.93	70.10	96.55	148.06	153.46	27.81	105.28	123.04	0.01	94.65	116.83	160.85	354.53	
275	39.44	123.07	187.61	88.40	100.16	264.38	190.24	161.27	157.30	225.03	139.11	52.81	247.64	176.68	223.83	60.23	224.24	256.73	85.12	191.74	188.58	134.16	63.39	80.64	202.73	73.16	81.49	152.55	204.05	126.69	67.22	78.51	179.04	94.35	0.01	172.82	216.85	261.51	
276	135.59	50.49	55.79	84.43	91.12	132.57	63.06	34.96	60.06	93.22	55.66	143.13	115.82	4.22	92.02	123.90	92.43	124.92	175.44	59.93	25.02	62.32	168.57	109.51	70.92	178.33	121.60	22.02	72.24	231.86	106.22	183.68	47.23	116.75	173.05	0.01	85.04	432.93	
277	179.53	94.43	34.28	128.37	166.22	70.47	126.42	98.32	160.00	59.68	141.81	187.07	52.89	68.38	30.03	167.84	58.89	62.82	219.38	25.58	47.27	136.86	212.51	184.60	61.42	222.28	165.54	64.95	62.74	275.80	150.16	227.62	37.79	160.69	216.99	85.22	0.01	476.87	
278	300.10	383.72	448.26	349.06	360.81	525.04	450.90	421.92	417.96	485.68	399.76	313.46	508.29	437.34	484.49	320.89	484.90	517.39	345.77	452.40	449.24	394.81	324.05	341.29	463.39	265.61	342.15	413.20	464.71	307.65	327.88	339.16	439.70	355.00	262.32	433.48	477.51	0.01	
																																
;																																							
